date,geo,component,price_index,status,year,month
1995-02-01,"Windsor, Ontario",House only,89.2,,1995,2
1995-02-01,"Windsor, Ontario",Land only,85.3,E,1995,2
1995-02-01,"Greater Sudbury, Ontario",Total (house and land),86.5,,1995,2
1995-02-01,"Greater Sudbury, Ontario",House only,88.5,,1995,2
1995-02-01,"Greater Sudbury, Ontario",Land only,80.1,E,1995,2
1995-02-01,Prairie Region,Total (house and land),38.6,,1995,2
1995-02-01,Prairie Region,House only,39.0,,1995,2
1995-02-01,Prairie Region,Land only,38.4,E,1995,2
1995-02-01,Manitoba,Total (house and land),41.9,,1995,2
1995-02-01,Manitoba,House only,45.0,,1995,2
1995-02-01,Manitoba,Land only,34.5,E,1995,2
1995-02-01,"Winnipeg, Manitoba",Total (house and land),41.9,,1995,2
1995-02-01,"Winnipeg, Manitoba",House only,45.0,,1995,2
1995-02-01,"Winnipeg, Manitoba",Land only,34.5,E,1995,2
1995-02-01,Saskatchewan,Total (house and land),37.0,,1995,2
1995-02-01,Saskatchewan,House only,37.6,,1995,2
1995-02-01,Saskatchewan,Land only,35.7,E,1995,2
1995-02-01,"Regina, Saskatchewan",Total (house and land),31.8,,1995,2
1995-02-01,"Regina, Saskatchewan",House only,32.0,,1995,2
1995-02-01,"Regina, Saskatchewan",Land only,31.7,E,1995,2
1995-02-01,"Saskatoon, Saskatchewan",Total (house and land),41.4,,1995,2
1995-02-01,"Saskatoon, Saskatchewan",House only,42.8,,1995,2
1995-02-01,"Saskatoon, Saskatchewan",Land only,38.5,E,1995,2
1995-02-01,Alberta,Total (house and land),38.5,,1995,2
1995-02-01,Alberta,House only,38.7,,1995,2
1995-02-01,Alberta,Land only,39.0,E,1995,2
1995-02-01,"Calgary, Alberta",Total (house and land),34.3,,1995,2
1995-02-01,"Calgary, Alberta",House only,34.1,,1995,2
1995-02-01,"Calgary, Alberta",Land only,35.4,E,1995,2
1995-02-01,"Edmonton, Alberta",Total (house and land),45.9,,1995,2
1995-02-01,"Edmonton, Alberta",House only,46.8,,1995,2
1995-02-01,"Edmonton, Alberta",Land only,45.1,E,1995,2
1995-02-01,British Columbia,Total (house and land),92.9,,1995,2
1995-02-01,British Columbia,House only,96.8,,1995,2
1995-02-01,British Columbia,Land only,89.6,E,1995,2
1995-02-01,"Vancouver, British Columbia",Total (house and land),91.2,,1995,2
1995-02-01,"Vancouver, British Columbia",House only,93.0,,1995,2
1995-02-01,"Vancouver, British Columbia",Land only,92.7,E,1995,2
1995-02-01,"Victoria, British Columbia",Total (house and land),111.5,,1995,2
1995-02-01,"Victoria, British Columbia",House only,146.0,,1995,2
1995-02-01,"Victoria, British Columbia",Land only,71.7,E,1995,2
1995-03-01,Canada,Total (house and land),56.6,,1995,3
1995-03-01,Canada,House only,52.2,,1995,3
1995-03-01,Canada,Land only,67.4,E,1995,3
1995-03-01,Atlantic Region,Total (house and land),62.6,,1995,3
1995-03-01,Atlantic Region,House only,64.0,,1995,3
1995-03-01,Atlantic Region,Land only,57.6,E,1995,3
1995-03-01,Newfoundland and Labrador,Total (house and land),50.3,,1995,3
1995-03-01,Newfoundland and Labrador,House only,52.1,,1995,3
1995-03-01,Newfoundland and Labrador,Land only,46.0,E,1995,3
1995-03-01,"St. John's, Newfoundland and Labrador",Total (house and land),50.3,,1995,3
1995-03-01,"St. John's, Newfoundland and Labrador",House only,52.1,,1995,3
1995-03-01,"St. John's, Newfoundland and Labrador",Land only,46.0,E,1995,3
1995-03-01,Prince Edward Island,Total (house and land),83.5,,1995,3
1995-03-01,Prince Edward Island,House only,89.8,,1995,3
1995-03-01,Prince Edward Island,Land only,59.7,E,1995,3
1995-03-01,"Charlottetown, Prince Edward Island",Total (house and land),83.5,,1995,3
1995-03-01,"Charlottetown, Prince Edward Island",House only,89.8,,1995,3
1995-03-01,"Charlottetown, Prince Edward Island",Land only,59.7,E,1995,3
1995-03-01,Nova Scotia,Total (house and land),61.2,,1995,3
1995-03-01,Nova Scotia,House only,59.5,,1995,3
1995-03-01,Nova Scotia,Land only,65.6,E,1995,3
1995-03-01,"Halifax, Nova Scotia",Total (house and land),61.2,,1995,3
1995-03-01,"Halifax, Nova Scotia",House only,59.5,,1995,3
1995-03-01,"Halifax, Nova Scotia",Land only,65.6,E,1995,3
1995-03-01,New Brunswick,Total (house and land),83.2,,1995,3
1995-03-01,New Brunswick,House only,84.9,,1995,3
1995-03-01,New Brunswick,Land only,78.7,E,1995,3
1995-03-01,"Saint John, Fredericton, and Moncton, New Brunswick",Total (house and land),83.2,,1995,3
1995-03-01,"Saint John, Fredericton, and Moncton, New Brunswick",House only,84.9,,1995,3
1995-03-01,"Saint John, Fredericton, and Moncton, New Brunswick",Land only,78.7,E,1995,3
1995-03-01,Quebec,Total (house and land),54.9,,1995,3
1995-03-01,Quebec,House only,55.8,,1995,3
1995-03-01,Quebec,Land only,53.1,E,1995,3
1995-03-01,"Québec, Quebec",Total (house and land),56.4,,1995,3
1995-03-01,"Québec, Quebec",House only,61.7,,1995,3
1995-03-01,"Québec, Quebec",Land only,46.3,E,1995,3
1995-03-01,"Montréal, Quebec",Total (house and land),54.7,,1995,3
1995-03-01,"Montréal, Quebec",House only,54.7,,1995,3
1995-03-01,"Montréal, Quebec",Land only,55.2,E,1995,3
1995-03-01,Ontario,Total (house and land),53.7,,1995,3
1995-03-01,Ontario,House only,45.1,,1995,3
1995-03-01,Ontario,Land only,77.8,E,1995,3
1995-03-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),54.6,,1995,3
1995-03-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,50.5,,1995,3
1995-03-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Land only,78.1,E,1995,3
1995-03-01,"Toronto, Ontario",Total (house and land),51.0,,1995,3
1995-03-01,"Toronto, Ontario",House only,40.7,,1995,3
1995-03-01,"Toronto, Ontario",Land only,77.6,E,1995,3
1995-03-01,"Hamilton, Ontario",Total (house and land),54.8,,1995,3
1995-03-01,"Hamilton, Ontario",House only,47.3,,1995,3
1995-03-01,"Hamilton, Ontario",Land only,74.5,E,1995,3
1995-03-01,"St. Catharines-Niagara, Ontario",Total (house and land),52.3,,1995,3
1995-03-01,"St. Catharines-Niagara, Ontario",House only,46.5,,1995,3
1995-03-01,"St. Catharines-Niagara, Ontario",Land only,69.7,E,1995,3
1995-03-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),60.0,,1995,3
1995-03-01,"Kitchener-Cambridge-Waterloo, Ontario",House only,52.4,,1995,3
1995-03-01,"Kitchener-Cambridge-Waterloo, Ontario",Land only,83.4,E,1995,3
1995-03-01,"London, Ontario",Total (house and land),61.1,,1995,3
1995-03-01,"London, Ontario",House only,54.1,,1995,3
1995-03-01,"London, Ontario",Land only,92.8,E,1995,3
1995-03-01,"Windsor, Ontario",Total (house and land),88.0,,1995,3
1995-03-01,"Windsor, Ontario",House only,89.2,,1995,3
1995-03-01,"Windsor, Ontario",Land only,85.3,E,1995,3
1995-03-01,"Greater Sudbury, Ontario",Total (house and land),86.5,,1995,3
1995-03-01,"Greater Sudbury, Ontario",House only,88.5,,1995,3
1995-03-01,"Greater Sudbury, Ontario",Land only,80.2,E,1995,3
1995-03-01,Prairie Region,Total (house and land),38.9,,1995,3
1995-03-01,Prairie Region,House only,39.5,,1995,3
1995-03-01,Prairie Region,Land only,38.5,E,1995,3
1995-03-01,Manitoba,Total (house and land),42.1,,1995,3
1995-03-01,Manitoba,House only,45.3,,1995,3
1995-03-01,Manitoba,Land only,34.5,E,1995,3
1995-03-01,"Winnipeg, Manitoba",Total (house and land),42.1,,1995,3
1995-03-01,"Winnipeg, Manitoba",House only,45.3,,1995,3
1995-03-01,"Winnipeg, Manitoba",Land only,34.5,E,1995,3
1995-03-01,Saskatchewan,Total (house and land),37.3,,1995,3
1995-03-01,Saskatchewan,House only,37.9,,1995,3
1995-03-01,Saskatchewan,Land only,35.7,E,1995,3
1995-03-01,"Regina, Saskatchewan",Total (house and land),32.1,,1995,3
1995-03-01,"Regina, Saskatchewan",House only,32.4,,1995,3
1995-03-01,"Regina, Saskatchewan",Land only,31.7,E,1995,3
1995-03-01,"Saskatoon, Saskatchewan",Total (house and land),41.7,,1995,3
1995-03-01,"Saskatoon, Saskatchewan",House only,43.1,,1995,3
1995-03-01,"Saskatoon, Saskatchewan",Land only,38.5,E,1995,3
1995-03-01,Alberta,Total (house and land),38.8,,1995,3
1995-03-01,Alberta,House only,39.1,,1995,3
1995-03-01,Alberta,Land only,39.1,E,1995,3
1995-03-01,"Calgary, Alberta",Total (house and land),34.4,,1995,3
1995-03-01,"Calgary, Alberta",House only,34.2,,1995,3
1995-03-01,"Calgary, Alberta",Land only,35.7,E,1995,3
1995-03-01,"Edmonton, Alberta",Total (house and land),46.6,,1995,3
1995-03-01,"Edmonton, Alberta",House only,48.0,,1995,3
1995-03-01,"Edmonton, Alberta",Land only,44.9,E,1995,3
1995-03-01,British Columbia,Total (house and land),92.1,,1995,3
1995-03-01,British Columbia,House only,95.6,,1995,3
1995-03-01,British Columbia,Land only,89.2,E,1995,3
1995-03-01,"Vancouver, British Columbia",Total (house and land),90.3,,1995,3
1995-03-01,"Vancouver, British Columbia",House only,91.7,,1995,3
1995-03-01,"Vancouver, British Columbia",Land only,92.4,E,1995,3
1995-03-01,"Victoria, British Columbia",Total (house and land),111.0,,1995,3
1995-03-01,"Victoria, British Columbia",House only,145.5,,1995,3
1995-03-01,"Victoria, British Columbia",Land only,71.1,E,1995,3
1995-04-01,Canada,Total (house and land),56.5,,1995,4
1995-04-01,Canada,House only,52.1,,1995,4
1995-04-01,Canada,Land only,67.4,E,1995,4
1995-04-01,Atlantic Region,Total (house and land),62.5,,1995,4
1995-04-01,Atlantic Region,House only,63.8,,1995,4
1995-04-01,Atlantic Region,Land only,57.6,E,1995,4
1995-04-01,Newfoundland and Labrador,Total (house and land),50.1,,1995,4
1995-04-01,Newfoundland and Labrador,House only,51.9,,1995,4
1995-04-01,Newfoundland and Labrador,Land only,46.0,E,1995,4
1995-04-01,"St. John's, Newfoundland and Labrador",Total (house and land),50.1,,1995,4
1995-04-01,"St. John's, Newfoundland and Labrador",House only,51.9,,1995,4
1995-04-01,"St. John's, Newfoundland and Labrador",Land only,46.0,E,1995,4
1995-04-01,Prince Edward Island,Total (house and land),83.1,,1995,4
1995-04-01,Prince Edward Island,House only,89.2,,1995,4
1995-04-01,Prince Edward Island,Land only,59.7,E,1995,4
1995-04-01,"Charlottetown, Prince Edward Island",Total (house and land),83.1,,1995,4
1995-04-01,"Charlottetown, Prince Edward Island",House only,89.2,,1995,4
1995-04-01,"Charlottetown, Prince Edward Island",Land only,59.7,E,1995,4
1995-04-01,Nova Scotia,Total (house and land),61.2,,1995,4
1995-04-01,Nova Scotia,House only,59.5,,1995,4
1995-04-01,Nova Scotia,Land only,65.6,E,1995,4
1995-04-01,"Halifax, Nova Scotia",Total (house and land),61.2,,1995,4
1995-04-01,"Halifax, Nova Scotia",House only,59.5,,1995,4
1995-04-01,"Halifax, Nova Scotia",Land only,65.6,E,1995,4
1995-04-01,New Brunswick,Total (house and land),83.2,,1995,4
1995-04-01,New Brunswick,House only,84.9,,1995,4
1995-04-01,New Brunswick,Land only,78.7,E,1995,4
1995-04-01,"Saint John, Fredericton, and Moncton, New Brunswick",Total (house and land),83.2,,1995,4
1995-04-01,"Saint John, Fredericton, and Moncton, New Brunswick",House only,84.9,,1995,4
1995-04-01,"Saint John, Fredericton, and Moncton, New Brunswick",Land only,78.7,E,1995,4
1995-04-01,Quebec,Total (house and land),54.9,,1995,4
1995-04-01,Quebec,House only,55.8,,1995,4
1995-04-01,Quebec,Land only,53.1,E,1995,4
1995-04-01,"Québec, Quebec",Total (house and land),56.4,,1995,4
1995-04-01,"Québec, Quebec",House only,61.7,,1995,4
1995-04-01,"Québec, Quebec",Land only,46.3,E,1995,4
1995-04-01,"Montréal, Quebec",Total (house and land),54.7,,1995,4
1995-04-01,"Montréal, Quebec",House only,54.8,,1995,4
1995-04-01,"Montréal, Quebec",Land only,55.2,E,1995,4
1995-04-01,Ontario,Total (house and land),53.6,,1995,4
1995-04-01,Ontario,House only,45.0,,1995,4
1995-04-01,Ontario,Land only,77.8,E,1995,4
1995-04-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),54.7,,1995,4
1995-04-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,50.7,,1995,4
1995-04-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Land only,78.1,E,1995,4
1995-04-01,"Toronto, Ontario",Total (house and land),50.9,,1995,4
1995-04-01,"Toronto, Ontario",House only,40.5,,1995,4
1995-04-01,"Toronto, Ontario",Land only,77.6,E,1995,4
1995-04-01,"Hamilton, Ontario",Total (house and land),54.7,,1995,4
1995-04-01,"Hamilton, Ontario",House only,47.1,,1995,4
1995-04-01,"Hamilton, Ontario",Land only,74.5,E,1995,4
1995-04-01,"St. Catharines-Niagara, Ontario",Total (house and land),52.5,,1995,4
1995-04-01,"St. Catharines-Niagara, Ontario",House only,46.7,,1995,4
1995-04-01,"St. Catharines-Niagara, Ontario",Land only,69.7,E,1995,4
1995-04-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),60.2,,1995,4
1995-04-01,"Kitchener-Cambridge-Waterloo, Ontario",House only,52.8,,1995,4
1995-04-01,"Kitchener-Cambridge-Waterloo, Ontario",Land only,83.4,E,1995,4
1995-04-01,"London, Ontario",Total (house and land),60.7,,1995,4
1995-04-01,"London, Ontario",House only,53.7,,1995,4
1995-04-01,"London, Ontario",Land only,92.8,E,1995,4
1995-04-01,"Windsor, Ontario",Total (house and land),88.0,,1995,4
1995-04-01,"Windsor, Ontario",House only,89.2,,1995,4
1995-04-01,"Windsor, Ontario",Land only,85.3,E,1995,4
1995-04-01,"Greater Sudbury, Ontario",Total (house and land),86.5,,1995,4
1995-04-01,"Greater Sudbury, Ontario",House only,88.5,,1995,4
1995-04-01,"Greater Sudbury, Ontario",Land only,80.2,E,1995,4
1995-04-01,Prairie Region,Total (house and land),38.9,,1995,4
1995-04-01,Prairie Region,House only,39.5,,1995,4
1995-04-01,Prairie Region,Land only,38.6,E,1995,4
1995-04-01,Manitoba,Total (house and land),42.1,,1995,4
1995-04-01,Manitoba,House only,45.3,,1995,4
1995-04-01,Manitoba,Land only,34.5,E,1995,4
1995-04-01,"Winnipeg, Manitoba",Total (house and land),42.1,,1995,4
1995-04-01,"Winnipeg, Manitoba",House only,45.3,,1995,4
1995-04-01,"Winnipeg, Manitoba",Land only,34.5,E,1995,4
1995-04-01,Saskatchewan,Total (house and land),37.5,,1995,4
1995-04-01,Saskatchewan,House only,38.1,,1995,4
1995-04-01,Saskatchewan,Land only,35.7,E,1995,4
1995-04-01,"Regina, Saskatchewan",Total (house and land),32.2,,1995,4
1995-04-01,"Regina, Saskatchewan",House only,32.5,,1995,4
1995-04-01,"Regina, Saskatchewan",Land only,31.7,E,1995,4
1995-04-01,"Saskatoon, Saskatchewan",Total (house and land),42.0,,1995,4
1995-04-01,"Saskatoon, Saskatchewan",House only,43.4,,1995,4
1995-04-01,"Saskatoon, Saskatchewan",Land only,38.5,E,1995,4
1995-04-01,Alberta,Total (house and land),38.8,,1995,4
1995-04-01,Alberta,House only,39.2,,1995,4
1995-04-01,Alberta,Land only,39.1,E,1995,4
1995-04-01,"Calgary, Alberta",Total (house and land),34.5,,1995,4
1995-04-01,"Calgary, Alberta",House only,34.2,,1995,4
1995-04-01,"Calgary, Alberta",Land only,35.7,E,1995,4
1995-04-01,"Edmonton, Alberta",Total (house and land),46.6,,1995,4
1995-04-01,"Edmonton, Alberta",House only,48.1,,1995,4
1995-04-01,"Edmonton, Alberta",Land only,44.9,E,1995,4
1995-04-01,British Columbia,Total (house and land),91.7,,1995,4
1995-04-01,British Columbia,House only,95.2,,1995,4
1995-04-01,British Columbia,Land only,89.1,E,1995,4
1995-04-01,"Vancouver, British Columbia",Total (house and land),89.9,,1995,4
1995-04-01,"Vancouver, British Columbia",House only,91.2,,1995,4
1995-04-01,"Vancouver, British Columbia",Land only,92.3,E,1995,4
1995-04-01,"Victoria, British Columbia",Total (house and land),110.5,,1995,4
1995-04-01,"Victoria, British Columbia",House only,145.2,,1995,4
1995-04-01,"Victoria, British Columbia",Land only,70.8,E,1995,4
1995-05-01,Canada,Total (house and land),56.4,,1995,5
1995-05-01,Canada,House only,52.0,,1995,5
1995-05-01,Canada,Land only,67.2,E,1995,5
1995-05-01,Atlantic Region,Total (house and land),62.6,,1995,5
1995-05-01,Atlantic Region,House only,64.0,,1995,5
1995-05-01,Atlantic Region,Land only,57.6,E,1995,5
1995-05-01,Newfoundland and Labrador,Total (house and land),50.1,,1995,5
1995-05-01,Newfoundland and Labrador,House only,51.9,,1995,5
1995-05-01,Newfoundland and Labrador,Land only,46.0,E,1995,5
1995-05-01,"St. John's, Newfoundland and Labrador",Total (house and land),50.1,,1995,5
1995-05-01,"St. John's, Newfoundland and Labrador",House only,51.9,,1995,5
1995-05-01,"St. John's, Newfoundland and Labrador",Land only,46.0,E,1995,5
1995-05-01,Prince Edward Island,Total (house and land),83.1,,1995,5
1995-05-01,Prince Edward Island,House only,89.2,,1995,5
1995-05-01,Prince Edward Island,Land only,59.7,E,1995,5
1995-05-01,"Charlottetown, Prince Edward Island",Total (house and land),83.1,,1995,5
1995-05-01,"Charlottetown, Prince Edward Island",House only,89.2,,1995,5
1995-05-01,"Charlottetown, Prince Edward Island",Land only,59.7,E,1995,5
1995-05-01,Nova Scotia,Total (house and land),61.3,,1995,5
1995-05-01,Nova Scotia,House only,59.7,,1995,5
1995-05-01,Nova Scotia,Land only,65.6,E,1995,5
1995-05-01,"Halifax, Nova Scotia",Total (house and land),61.3,,1995,5
1995-05-01,"Halifax, Nova Scotia",House only,59.7,,1995,5
1995-05-01,"Halifax, Nova Scotia",Land only,65.6,E,1995,5
1995-05-01,New Brunswick,Total (house and land),83.2,,1995,5
1995-05-01,New Brunswick,House only,84.9,,1995,5
1995-05-01,New Brunswick,Land only,78.8,E,1995,5
1995-05-01,"Saint John, Fredericton, and Moncton, New Brunswick",Total (house and land),83.2,,1995,5
1995-05-01,"Saint John, Fredericton, and Moncton, New Brunswick",House only,84.9,,1995,5
1995-05-01,"Saint John, Fredericton, and Moncton, New Brunswick",Land only,78.8,E,1995,5
1995-05-01,Quebec,Total (house and land),54.9,,1995,5
1995-05-01,Quebec,House only,55.7,,1995,5
1995-05-01,Quebec,Land only,53.1,E,1995,5
1995-05-01,"Québec, Quebec",Total (house and land),56.4,,1995,5
1995-05-01,"Québec, Quebec",House only,61.9,,1995,5
1995-05-01,"Québec, Quebec",Land only,46.3,E,1995,5
1995-05-01,"Montréal, Quebec",Total (house and land),54.6,,1995,5
1995-05-01,"Montréal, Quebec",House only,54.6,,1995,5
1995-05-01,"Montréal, Quebec",Land only,55.2,E,1995,5
1995-05-01,Ontario,Total (house and land),53.5,,1995,5
1995-05-01,Ontario,House only,44.8,,1995,5
1995-05-01,Ontario,Land only,77.9,E,1995,5
1995-05-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),54.3,,1995,5
1995-05-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,50.1,,1995,5
1995-05-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Land only,78.1,E,1995,5
1995-05-01,"Toronto, Ontario",Total (house and land),50.8,,1995,5
1995-05-01,"Toronto, Ontario",House only,40.4,,1995,5
1995-05-01,"Toronto, Ontario",Land only,77.6,E,1995,5
1995-05-01,"Hamilton, Ontario",Total (house and land),54.3,,1995,5
1995-05-01,"Hamilton, Ontario",House only,46.6,,1995,5
1995-05-01,"Hamilton, Ontario",Land only,74.5,E,1995,5
1995-05-01,"St. Catharines-Niagara, Ontario",Total (house and land),52.1,,1995,5
1995-05-01,"St. Catharines-Niagara, Ontario",House only,46.3,,1995,5
1995-05-01,"St. Catharines-Niagara, Ontario",Land only,69.7,E,1995,5
1995-05-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),60.0,,1995,5
1995-05-01,"Kitchener-Cambridge-Waterloo, Ontario",House only,52.4,,1995,5
1995-05-01,"Kitchener-Cambridge-Waterloo, Ontario",Land only,83.4,E,1995,5
1995-05-01,"London, Ontario",Total (house and land),60.7,,1995,5
1995-05-01,"London, Ontario",House only,53.7,,1995,5
1995-05-01,"London, Ontario",Land only,92.8,E,1995,5
1995-05-01,"Windsor, Ontario",Total (house and land),87.7,,1995,5
1995-05-01,"Windsor, Ontario",House only,88.8,,1995,5
1995-05-01,"Windsor, Ontario",Land only,85.3,E,1995,5
1995-05-01,"Greater Sudbury, Ontario",Total (house and land),86.5,,1995,5
1995-05-01,"Greater Sudbury, Ontario",House only,88.5,,1995,5
1995-05-01,"Greater Sudbury, Ontario",Land only,80.2,E,1995,5
1995-05-01,Prairie Region,Total (house and land),38.9,,1995,5
1995-05-01,Prairie Region,House only,39.6,,1995,5
1995-05-01,Prairie Region,Land only,38.4,E,1995,5
1995-05-01,Manitoba,Total (house and land),42.1,,1995,5
1995-05-01,Manitoba,House only,45.4,,1995,5
1995-05-01,Manitoba,Land only,34.5,E,1995,5
1995-05-01,"Winnipeg, Manitoba",Total (house and land),42.1,,1995,5
1995-05-01,"Winnipeg, Manitoba",House only,45.4,,1995,5
1995-05-01,"Winnipeg, Manitoba",Land only,34.5,E,1995,5
1995-05-01,Saskatchewan,Total (house and land),37.5,,1995,5
1995-05-01,Saskatchewan,House only,38.1,,1995,5
1995-05-01,Saskatchewan,Land only,35.7,E,1995,5
1995-05-01,"Regina, Saskatchewan",Total (house and land),32.2,,1995,5
1995-05-01,"Regina, Saskatchewan",House only,32.5,,1995,5
1995-05-01,"Regina, Saskatchewan",Land only,31.7,E,1995,5
1995-05-01,"Saskatoon, Saskatchewan",Total (house and land),42.0,,1995,5
1995-05-01,"Saskatoon, Saskatchewan",House only,43.4,,1995,5
1995-05-01,"Saskatoon, Saskatchewan",Land only,38.5,E,1995,5
1995-05-01,Alberta,Total (house and land),38.8,,1995,5
1995-05-01,Alberta,House only,39.2,,1995,5
1995-05-01,Alberta,Land only,39.0,E,1995,5
1995-05-01,"Calgary, Alberta",Total (house and land),34.4,,1995,5
1995-05-01,"Calgary, Alberta",House only,34.2,,1995,5
1995-05-01,"Calgary, Alberta",Land only,35.7,E,1995,5
1995-05-01,"Edmonton, Alberta",Total (house and land),46.6,,1995,5
1995-05-01,"Edmonton, Alberta",House only,48.1,,1995,5
1995-05-01,"Edmonton, Alberta",Land only,44.5,E,1995,5
1995-05-01,British Columbia,Total (house and land),91.5,,1995,5
1995-05-01,British Columbia,House only,95.2,,1995,5
1995-05-01,British Columbia,Land only,88.5,E,1995,5
1995-05-01,"Vancouver, British Columbia",Total (house and land),89.8,,1995,5
1995-05-01,"Vancouver, British Columbia",House only,91.4,,1995,5
1995-05-01,"Vancouver, British Columbia",Land only,91.7,E,1995,5
1995-05-01,"Victoria, British Columbia",Total (house and land),109.0,,1995,5
1995-05-01,"Victoria, British Columbia",House only,142.7,,1995,5
1995-05-01,"Victoria, British Columbia",Land only,69.8,E,1995,5
1995-06-01,Canada,Total (house and land),56.3,,1995,6
1995-06-01,Canada,House only,51.8,,1995,6
1995-06-01,Canada,Land only,67.0,E,1995,6
1995-06-01,Atlantic Region,Total (house and land),62.6,,1995,6
1995-06-01,Atlantic Region,House only,63.9,,1995,6
1995-06-01,Atlantic Region,Land only,57.9,E,1995,6
1995-06-01,Newfoundland and Labrador,Total (house and land),50.1,,1995,6
1995-06-01,Newfoundland and Labrador,House only,51.9,,1995,6
1995-06-01,Newfoundland and Labrador,Land only,46.0,E,1995,6
1995-06-01,"St. John's, Newfoundland and Labrador",Total (house and land),50.1,,1995,6
1995-06-01,"St. John's, Newfoundland and Labrador",House only,51.9,,1995,6
1995-06-01,"St. John's, Newfoundland and Labrador",Land only,46.0,E,1995,6
1995-06-01,Prince Edward Island,Total (house and land),83.0,,1995,6
1995-06-01,Prince Edward Island,House only,89.1,,1995,6
1995-06-01,Prince Edward Island,Land only,59.7,E,1995,6
1995-06-01,"Charlottetown, Prince Edward Island",Total (house and land),83.0,,1995,6
1995-06-01,"Charlottetown, Prince Edward Island",House only,89.1,,1995,6
1995-06-01,"Charlottetown, Prince Edward Island",Land only,59.7,E,1995,6
1995-06-01,Nova Scotia,Total (house and land),61.3,,1995,6
1995-06-01,Nova Scotia,House only,59.7,,1995,6
1995-06-01,Nova Scotia,Land only,65.6,E,1995,6
1995-06-01,"Halifax, Nova Scotia",Total (house and land),61.3,,1995,6
1995-06-01,"Halifax, Nova Scotia",House only,59.7,,1995,6
1995-06-01,"Halifax, Nova Scotia",Land only,65.6,E,1995,6
1995-06-01,New Brunswick,Total (house and land),83.1,,1995,6
1995-06-01,New Brunswick,House only,84.4,,1995,6
1995-06-01,New Brunswick,Land only,80.6,E,1995,6
1995-06-01,"Saint John, Fredericton, and Moncton, New Brunswick",Total (house and land),83.1,,1995,6
1995-06-01,"Saint John, Fredericton, and Moncton, New Brunswick",House only,84.4,,1995,6
1995-06-01,"Saint John, Fredericton, and Moncton, New Brunswick",Land only,80.6,E,1995,6
1995-06-01,Quebec,Total (house and land),55.0,,1995,6
1995-06-01,Quebec,House only,55.9,,1995,6
1995-06-01,Quebec,Land only,53.1,E,1995,6
1995-06-01,"Québec, Quebec",Total (house and land),56.4,,1995,6
1995-06-01,"Québec, Quebec",House only,61.9,,1995,6
1995-06-01,"Québec, Quebec",Land only,46.3,E,1995,6
1995-06-01,"Montréal, Quebec",Total (house and land),54.7,,1995,6
1995-06-01,"Montréal, Quebec",House only,54.8,,1995,6
1995-06-01,"Montréal, Quebec",Land only,55.2,E,1995,6
1995-06-01,Ontario,Total (house and land),53.3,,1995,6
1995-06-01,Ontario,House only,44.6,,1995,6
1995-06-01,Ontario,Land only,77.9,E,1995,6
1995-06-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),54.1,,1995,6
1995-06-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,49.9,,1995,6
1995-06-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Land only,78.1,E,1995,6
1995-06-01,"Toronto, Ontario",Total (house and land),50.5,,1995,6
1995-06-01,"Toronto, Ontario",House only,40.2,,1995,6
1995-06-01,"Toronto, Ontario",Land only,77.6,E,1995,6
1995-06-01,"Hamilton, Ontario",Total (house and land),54.2,,1995,6
1995-06-01,"Hamilton, Ontario",House only,46.5,,1995,6
1995-06-01,"Hamilton, Ontario",Land only,74.5,E,1995,6
1995-06-01,"St. Catharines-Niagara, Ontario",Total (house and land),52.4,,1995,6
1995-06-01,"St. Catharines-Niagara, Ontario",House only,46.7,,1995,6
1995-06-01,"St. Catharines-Niagara, Ontario",Land only,69.7,E,1995,6
1995-06-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),60.1,,1995,6
1995-06-01,"Kitchener-Cambridge-Waterloo, Ontario",House only,52.7,,1995,6
1995-06-01,"Kitchener-Cambridge-Waterloo, Ontario",Land only,83.4,E,1995,6
1995-06-01,"London, Ontario",Total (house and land),60.3,,1995,6
1995-06-01,"London, Ontario",House only,53.2,,1995,6
1995-06-01,"London, Ontario",Land only,92.8,E,1995,6
1995-06-01,"Windsor, Ontario",Total (house and land),87.7,,1995,6
1995-06-01,"Windsor, Ontario",House only,88.8,,1995,6
1995-06-01,"Windsor, Ontario",Land only,85.3,E,1995,6
1995-06-01,"Greater Sudbury, Ontario",Total (house and land),86.5,,1995,6
1995-06-01,"Greater Sudbury, Ontario",House only,88.5,,1995,6
